Ticker,Expiration(T),Type,Strike(K),Last Option Price (c),Stock Price (S),Moneyness (M = S/K)
AAPL,2025-01-17,Put,40,0.02,213,5.33125
AAPL,2025-01-17,Put,45,0.05,213,4.738888889
AAPL,2025-01-17,Put,50,0.02,213,4.265
AAPL,2025-01-17,Put,55,0.02,213,3.877272727
AAPL,2025-01-17,Put,60,0.02,213,3.554166667
AAPL,2025-01-17,Put,65,0.02,213,3.280769231
AAPL,2025-01-17,Put,70,0.04,213,3.046428571
AAPL,2025-01-17,Put,75,0.04,213,2.843333333
AAPL,2025-01-17,Put,80,0.04,213,2.665625
AAPL,2025-01-17,Put,85,0.04,213,2.508823529
AAPL,2025-01-17,Put,90,0.06,213,2.369444444
AAPL,2025-01-17,Put,95,0.06,213,2.244736842
AAPL,2025-01-17,Put,100,0.07,213,2.1325
AAPL,2025-01-17,Put,105,0.08,213,2.030952381
AAPL,2025-01-17,Put,110,0.11,213,1.938636364
AAPL,2025-01-17,Put,115,0.11,213,1.854347826
AAPL,2025-01-17,Put,120,0.12,213,1.777083333
AAPL,2025-01-17,Put,125,0.17,213,1.706
AAPL,2025-01-17,Put,130,0.21,213,1.640384615
AAPL,2025-01-17,Put,135,0.26,213,1.57962963
AAPL,2025-01-17,Put,140,0.35,213,1.523214286
AAPL,2025-01-17,Put,145,0.43,213,1.470689655
AAPL,2025-01-17,Put,150,0.57,213,1.421666667
AAPL,2025-01-17,Put,155,0.68,213,1.375806452
AAPL,2025-01-17,Put,160,0.95,213,1.3328125
AAPL,2025-01-17,Put,165,1.23,213,1.292424242
AAPL,2025-01-17,Put,170,1.61,213,1.254411765
AAPL,2025-01-17,Put,175,2.09,213,1.218571429
AAPL,2025-01-17,Put,180,2.64,213,1.184722222
AAPL,2025-01-17,Put,185,3.4,213,1.152702703
AAPL,2025-01-17,Put,190,4.35,213,1.122368421
AAPL,2025-01-17,Put,195,5.5,213,1.093589744
AAPL,2025-01-17,Put,200,6.75,213,1.06625
AAPL,2025-01-17,Put,205,8.25,213,1.040243902
AAPL,2025-01-17,Put,210,10.14,213,1.01547619
AAPL,2025-01-17,Put,215,12.3,213,0.991860465
AAPL,2025-01-17,Put,220,15,213,0.969318182
AAPL,2025-01-17,Put,225,17.22,213,0.947777778
AAPL,2025-01-17,Put,230,25,213,0.927173913
AAPL,2025-01-17,Put,235,23.82,213,0.907446809
AAPL,2025-01-17,Put,240,27.95,213,0.888541667
AAPL,2025-01-17,Put,245,34.95,213,0.870408163
AAPL,2025-01-17,Put,250,37.5,213,0.853
AAPL,2025-01-17,Put,255,45.37,213,0.83627451
AAPL,2025-01-17,Put,260,49.3,213,0.820192308
AAPL,2025-01-17,Put,265,52.15,213,0.804716981
AAPL,2025-01-17,Put,270,56.69,213,0.789814815
AAPL,2025-01-17,Put,275,60.2,213,0.775454545
AAPL,2025-01-17,Put,280,110.08,213,0.761607143
AAPL,2025-01-17,Put,285,110.88,213,0.748245614
AAPL,2025-01-17,Put,290,76.78,213,0.735344828
AAPL,2025-01-17,Put,300,103.37,213,0.710833333
AAPL,2025-01-17,Put,310,93.55,213,0.687903226
AAPL,2025-03-21,Call,50,161.24,213,4.265
AAPL,2025-03-21,Call,55,164.65,213,3.877272727
AAPL,2025-03-21,Call,60,112,213,3.554166667
AAPL,2025-03-21,Call,65,123.71,213,3.280769231
AAPL,2025-03-21,Call,75,139.04,213,2.843333333
AAPL,2025-03-21,Call,80,133,213,2.665625
AAPL,2025-03-21,Call,85,117.81,213,2.508823529
AAPL,2025-03-21,Call,90,126.59,213,2.369444444
AAPL,2025-03-21,Call,95,119.38,213,2.244736842
AAPL,2025-03-21,Call,100,113,213,2.1325
AAPL,2025-03-21,Call,105,114.68,213,2.030952381
AAPL,2025-03-21,Call,110,109.02,213,1.938636364
AAPL,2025-03-21,Call,115,105.26,213,1.854347826
AAPL,2025-03-21,Call,120,93.45,213,1.777083333
AAPL,2025-03-21,Call,125,95.95,213,1.706
AAPL,2025-03-21,Call,130,85.97,213,1.640384615
AAPL,2025-03-21,Call,135,87.4,213,1.57962963
AAPL,2025-03-21,Call,140,80,213,1.523214286
AAPL,2025-03-21,Call,145,70.95,213,1.470689655
AAPL,2025-03-21,Call,150,66.3,213,1.421666667
AAPL,2025-03-21,Call,155,64.9,213,1.375806452
AAPL,2025-03-21,Call,160,60.55,213,1.3328125
AAPL,2025-03-21,Call,165,57.05,213,1.292424242
AAPL,2025-03-21,Call,170,51.85,213,1.254411765
AAPL,2025-03-21,Call,175,47.7,213,1.218571429
AAPL,2025-03-21,Call,180,43.55,213,1.184722222
AAPL,2025-03-21,Call,185,40.61,213,1.152702703
AAPL,2025-03-21,Call,190,35.95,213,1.122368421
AAPL,2025-03-21,Call,195,32.05,213,1.093589744
AAPL,2025-03-21,Call,200,28.9,213,1.06625
AAPL,2025-03-21,Call,205,25.35,213,1.040243902
AAPL,2025-03-21,Call,210,22.5,213,1.01547619
AAPL,2025-03-21,Call,215,19.5,213,0.991860465
AAPL,2025-03-21,Call,220,17.05,213,0.969318182
AAPL,2025-03-21,Call,225,14.8,213,0.947777778
AAPL,2025-03-21,Call,230,13.26,213,0.927173913
AAPL,2025-03-21,Call,235,10.95,213,0.907446809
AAPL,2025-03-21,Call,240,9.45,213,0.888541667
AAPL,2025-03-21,Call,245,7.92,213,0.870408163
AAPL,2025-03-21,Call,250,6.75,213,0.853
AAPL,2025-03-21,Call,260,4.92,213,0.820192308
AAPL,2025-03-21,Call,270,3.55,213,0.789814815
AAPL,2025-03-21,Call,280,2.78,213,0.761607143
AAPL,2025-03-21,Call,290,2.14,213,0.735344828
AAPL,2025-03-21,Call,300,1.57,213,0.710833333
AAPL,2025-03-21,Call,310,1.31,213,0.687903226
AAPL,2025-03-21,Call,320,1.07,213,0.66640625
AAPL,2025-03-21,Call,330,0.91,213,0.646212121
AAPL,2025-03-21,Call,340,0.73,213,0.627205882
AAPL,2025-03-21,Call,350,0.64,213,0.609285714
AAPL,2025-03-21,Call,360,0.55,213,0.592361111
AAPL,2025-03-21,Call,370,0.46,213,0.576351351
AAPL,2025-03-21,Call,380,0.41,213,0.561184211
AAPL,2025-03-21,Put,50,0.09,213,4.265
AAPL,2025-03-21,Put,55,0.04,213,3.877272727
AAPL,2025-03-21,Put,60,0.03,213,3.554166667
AAPL,2025-03-21,Put,65,0.01,213,3.280769231
AAPL,2025-03-21,Put,70,0.01,213,3.046428571
AAPL,2025-03-21,Put,75,0.03,213,2.843333333
AAPL,2025-03-21,Put,80,0.07,213,2.665625
AAPL,2025-03-21,Put,85,0.07,213,2.508823529
AAPL,2025-03-21,Put,90,0.06,213,2.369444444
AAPL,2025-03-21,Put,95,0.09,213,2.244736842
AAPL,2025-03-21,Put,100,0.11,213,2.1325
AAPL,2025-03-21,Put,105,0.12,213,2.030952381
AAPL,2025-03-21,Put,110,0.15,213,1.938636364
AAPL,2025-03-21,Put,115,0.19,213,1.854347826
AAPL,2025-03-21,Put,120,0.25,213,1.777083333
AAPL,2025-03-21,Put,125,0.31,213,1.706
AAPL,2025-03-21,Put,130,0.36,213,1.640384615
AAPL,2025-03-21,Put,135,0.48,213,1.57962963
AAPL,2025-03-21,Put,140,0.55,213,1.523214286
AAPL,2025-03-21,Put,145,0.85,213,1.470689655
AAPL,2025-03-21,Put,150,0.93,213,1.421666667
AAPL,2025-03-21,Put,155,1.2,213,1.375806452
AAPL,2025-03-21,Put,160,1.52,213,1.3328125
AAPL,2025-03-21,Put,165,1.84,213,1.292424242
AAPL,2025-03-21,Put,170,2.35,213,1.254411765
AAPL,2025-03-21,Put,175,3,213,1.218571429
AAPL,2025-03-21,Put,180,3.78,213,1.184722222
AAPL,2025-03-21,Put,185,4.65,213,1.152702703
AAPL,2025-03-21,Put,190,5.4,213,1.122368421
AAPL,2025-03-21,Put,195,6.71,213,1.093589744
AAPL,2025-03-21,Put,200,8.15,213,1.06625
AAPL,2025-03-21,Put,205,9.6,213,1.040243902
AAPL,2025-03-21,Put,210,11.63,213,1.01547619
AAPL,2025-03-21,Put,215,13.6,213,0.991860465
AAPL,2025-03-21,Put,220,16.3,213,0.969318182
AAPL,2025-03-21,Put,225,21,213,0.947777778
AAPL,2025-03-21,Put,230,21.55,213,0.927173913
AAPL,2025-03-21,Put,235,28.01,213,0.907446809
AAPL,2025-03-21,Put,240,31.87,213,0.888541667
AAPL,2025-03-21,Put,245,33.75,213,0.870408163
AAPL,2025-03-21,Put,250,34.5,213,0.853
AAPL,2025-03-21,Put,260,46.45,213,0.820192308
AAPL,2025-03-21,Put,300,87.89,213,0.710833333
AAPL,2025-03-21,Put,380,189.89,213,0.561184211
AAPL,2025-06-20,Call,50,164.35,213,4.265
AAPL,2025-06-20,Call,55,138.91,213,3.877272727
AAPL,2025-06-20,Call,60,123.9,213,3.554166667
AAPL,2025-06-20,Call,65,126.5,213,3.280769231
AAPL,2025-06-20,Call,70,141.85,213,3.046428571
AAPL,2025-06-20,Call,75,141.5,213,2.843333333
AAPL,2025-06-20,Call,80,137.5,213,2.665625
AAPL,2025-06-20,Call,85,129.82,213,2.508823529
AAPL,2025-06-20,Call,90,128.15,213,2.369444444
AAPL,2025-06-20,Call,95,121.5,213,2.244736842
AAPL,2025-06-20,Call,100,118.95,213,2.1325
AAPL,2025-06-20,Call,105,113.88,213,2.030952381
AAPL,2025-06-20,Call,110,105.7,213,1.938636364
AAPL,2025-06-20,Call,115,105,213,1.854347826
AAPL,2025-06-20,Call,120,96.35,213,1.777083333
AAPL,2025-06-20,Call,125,96,213,1.706
AAPL,2025-06-20,Call,130,91.2,213,1.640384615
AAPL,2025-06-20,Call,135,85.95,213,1.57962963
AAPL,2025-06-20,Call,140,80.95,213,1.523214286
AAPL,2025-06-20,Call,145,75.1,213,1.470689655
AAPL,2025-06-20,Call,150,72.85,213,1.421666667
AAPL,2025-06-20,Call,155,67.35,213,1.375806452
AAPL,2025-06-20,Call,160,63,213,1.3328125
AAPL,2025-06-20,Call,165,60,213,1.292424242
AAPL,2025-06-20,Call,170,51.92,213,1.254411765
AAPL,2025-06-20,Call,175,51.13,213,1.218571429
AAPL,2025-06-20,Call,180,47.98,213,1.184722222
AAPL,2025-06-20,Call,185,43.35,213,1.152702703
AAPL,2025-06-20,Call,190,40.62,213,1.122368421
AAPL,2025-06-20,Call,195,36.35,213,1.093589744
AAPL,2025-06-20,Call,200,33.82,213,1.06625
AAPL,2025-06-20,Call,205,30.1,213,1.040243902
AAPL,2025-06-20,Call,210,27,213,1.01547619
AAPL,2025-06-20,Call,215,24.4,213,0.991860465
AAPL,2025-06-20,Call,220,22.16,213,0.969318182
AAPL,2025-06-20,Call,225,19.16,213,0.947777778
AAPL,2025-06-20,Call,230,17,213,0.927173913
AAPL,2025-06-20,Call,235,15,213,0.907446809
AAPL,2025-06-20,Call,240,13.73,213,0.888541667
AAPL,2025-06-20,Call,245,11.57,213,0.870408163
AAPL,2025-06-20,Call,250,10.25,213,0.853
AAPL,2025-06-20,Call,260,7.95,213,0.820192308
AAPL,2025-06-20,Call,270,6.3,213,0.789814815
AAPL,2025-06-20,Call,280,4.84,213,0.761607143
AAPL,2025-06-20,Call,290,3.7,213,0.735344828
AAPL,2025-06-20,Call,300,2.89,213,0.710833333
AAPL,2025-06-20,Call,310,2.33,213,0.687903226
AAPL,2025-06-20,Call,320,1.95,213,0.66640625
AAPL,2025-06-20,Put,50,0.01,213,4.265
AAPL,2025-06-20,Put,55,0.02,213,3.877272727
AAPL,2025-06-20,Put,60,0.03,213,3.554166667
AAPL,2025-06-20,Put,65,0.05,213,3.280769231
AAPL,2025-06-20,Put,70,0.06,213,3.046428571
AAPL,2025-06-20,Put,75,0.07,213,2.843333333
AAPL,2025-06-20,Put,80,0.08,213,2.665625
AAPL,2025-06-20,Put,85,0.1,213,2.508823529
AAPL,2025-06-20,Put,90,0.11,213,2.369444444
AAPL,2025-06-20,Put,95,0.15,213,2.244736842
AAPL,2025-06-20,Put,100,0.21,213,2.1325
AAPL,2025-06-20,Put,105,0.17,213,2.030952381
AAPL,2025-06-20,Put,110,0.29,213,1.938636364
AAPL,2025-06-20,Put,115,0.39,213,1.854347826
AAPL,2025-06-20,Put,120,0.45,213,1.777083333
AAPL,2025-06-20,Put,125,0.56,213,1.706
AAPL,2025-06-20,Put,130,0.75,213,1.640384615
AAPL,2025-06-20,Put,135,0.95,213,1.57962963
AAPL,2025-06-20,Put,140,1.1,213,1.523214286
AAPL,2025-06-20,Put,145,1.31,213,1.470689655
AAPL,2025-06-20,Put,150,1.63,213,1.421666667
AAPL,2025-06-20,Put,155,2,213,1.375806452
AAPL,2025-06-20,Put,160,2.46,213,1.3328125
AAPL,2025-06-20,Put,165,3.06,213,1.292424242
AAPL,2025-06-20,Put,170,3.74,213,1.254411765
AAPL,2025-06-20,Put,175,4.5,213,1.218571429
AAPL,2025-06-20,Put,180,5.2,213,1.184722222
AAPL,2025-06-20,Put,185,6.25,213,1.152702703
AAPL,2025-06-20,Put,190,7.5,213,1.122368421
AAPL,2025-06-20,Put,195,9.05,213,1.093589744
AAPL,2025-06-20,Put,200,10.49,213,1.06625
AAPL,2025-06-20,Put,205,11.95,213,1.040243902
AAPL,2025-06-20,Put,210,13.85,213,1.01547619
AAPL,2025-06-20,Put,215,15.85,213,0.991860465
AAPL,2025-06-20,Put,220,18.15,213,0.969318182
AAPL,2025-06-20,Put,225,21.4,213,0.947777778
AAPL,2025-06-20,Put,230,24.21,213,0.927173913
AAPL,2025-06-20,Put,235,27.4,213,0.907446809
AAPL,2025-06-20,Put,240,34,213,0.888541667
AAPL,2025-06-20,Put,245,32.98,213,0.870408163
AAPL,2025-06-20,Put,250,38.13,213,0.853
AAPL,2025-06-20,Put,260,46.63,213,0.820192308
AAPL,2025-06-20,Put,270,55.93,213,0.789814815
AAPL,2025-06-20,Put,280,68.1,213,0.761607143
AAPL,2025-06-20,Put,290,94.3,213,0.735344828
AAPL,2025-06-20,Put,300,87.86,213,0.710833333
AAPL,2025-06-20,Put,310,137.3,213,0.687903226
AAPL,2025-06-20,Put,320,109.87,213,0.66640625
AAPL,2025-09-19,Call,50,165.66,213,4.265
AAPL,2025-09-19,Call,55,137.32,213,3.877272727
AAPL,2025-09-19,Call,60,133.4,213,3.554166667
AAPL,2025-09-19,Call,65,152.93,213,3.280769231
AAPL,2025-09-19,Call,70,107,213,3.046428571
AAPL,2025-09-19,Call,75,142.58,213,2.843333333
AAPL,2025-09-19,Call,80,115.25,213,2.665625
AAPL,2025-09-19,Call,85,133.31,213,2.508823529
AAPL,2025-09-19,Call,90,128.9,213,2.369444444
AAPL,2025-09-19,Call,95,127.16,213,2.244736842
AAPL,2025-09-19,Call,100,117,213,2.1325
AAPL,2025-09-19,Call,105,114.9,213,2.030952381
AAPL,2025-09-19,Call,110,106.8,213,1.938636364
AAPL,2025-09-19,Call,115,101.67,213,1.854347826
AAPL,2025-09-19,Call,120,97,213,1.777083333
AAPL,2025-09-19,Call,125,97.62,213,1.706
AAPL,2025-09-19,Call,130,87.5,213,1.640384615
AAPL,2025-09-19,Call,135,89.67,213,1.57962963
AAPL,2025-09-19,Call,140,79.5,213,1.523214286
AAPL,2025-09-19,Call,145,78.6,213,1.470689655
AAPL,2025-09-19,Call,150,75.55,213,1.421666667
AAPL,2025-09-19,Call,155,66.5,213,1.375806452
AAPL,2025-09-19,Call,160,61.55,213,1.3328125
AAPL,2025-09-19,Call,165,61.55,213,1.292424242
AAPL,2025-09-19,Call,170,55.33,213,1.254411765
AAPL,2025-09-19,Call,175,51.8,213,1.218571429
AAPL,2025-09-19,Call,180,50.38,213,1.184722222
AAPL,2025-09-19,Call,185,44.72,213,1.152702703
AAPL,2025-09-19,Call,190,43.1,213,1.122368421
AAPL,2025-09-19,Call,195,41.08,213,1.093589744
AAPL,2025-09-19,Call,200,37.06,213,1.06625
AAPL,2025-09-19,Call,205,33.5,213,1.040243902
AAPL,2025-09-19,Call,210,30.6,213,1.01547619
AAPL,2025-09-19,Call,215,28.21,213,0.991860465
AAPL,2025-09-19,Call,220,25.85,213,0.969318182
AAPL,2025-09-19,Call,225,23.7,213,0.947777778
AAPL,2025-09-19,Call,230,20.7,213,0.927173913
AAPL,2025-09-19,Call,235,19.34,213,0.907446809
AAPL,2025-09-19,Call,240,17.2,213,0.888541667
AAPL,2025-09-19,Call,245,15.41,213,0.870408163
AAPL,2025-09-19,Call,250,14.2,213,0.853
AAPL,2025-09-19,Call,255,10.8,213,0.83627451
AAPL,2025-09-19,Call,260,11.27,213,0.820192308
AAPL,2025-09-19,Call,265,10.2,213,0.804716981
AAPL,2025-09-19,Call,270,9.05,213,0.789814815
AAPL,2025-09-19,Call,275,8.1,213,0.775454545
AAPL,2025-09-19,Call,280,6.45,213,0.761607143
AAPL,2025-09-19,Call,285,5.7,213,0.748245614
AAPL,2025-09-19,Call,290,5.8,213,0.735344828
AAPL,2025-09-19,Call,295,5.23,213,0.722881356
AAPL,2025-09-19,Call,300,4.5,213,0.710833333
AAPL,2025-09-19,Call,305,3.46,213,0.699180328
AAPL,2025-09-19,Call,310,3.7,213,0.687903226
AAPL,2025-09-19,Call,320,3.05,213,0.66640625
AAPL,2025-09-19,Put,50,0.03,213,4.265
AAPL,2025-09-19,Put,55,0.04,213,3.877272727
AAPL,2025-09-19,Put,60,0.03,213,3.554166667
AAPL,2025-09-19,Put,65,0.03,213,3.280769231
AAPL,2025-09-19,Put,70,0.09,213,3.046428571
AAPL,2025-09-19,Put,75,0.1,213,2.843333333
AAPL,2025-09-19,Put,80,0.2,213,2.665625
AAPL,2025-09-19,Put,85,0.15,213,2.508823529
AAPL,2025-09-19,Put,90,0.24,213,2.369444444
AAPL,2025-09-19,Put,95,0.57,213,2.244736842
AAPL,2025-09-19,Put,100,0.34,213,2.1325
AAPL,2025-09-19,Put,105,0.41,213,2.030952381
AAPL,2025-09-19,Put,110,0.52,213,1.938636364
AAPL,2025-09-19,Put,115,0.65,213,1.854347826
AAPL,2025-09-19,Put,120,0.83,213,1.777083333
AAPL,2025-09-19,Put,125,0.91,213,1.706
AAPL,2025-09-19,Put,130,1.16,213,1.640384615
AAPL,2025-09-19,Put,135,1.65,213,1.57962963
AAPL,2025-09-19,Put,140,1.7,213,1.523214286
AAPL,2025-09-19,Put,145,2.21,213,1.470689655
AAPL,2025-09-19,Put,150,2.5,213,1.421666667
AAPL,2025-09-19,Put,155,3.4,213,1.375806452
AAPL,2025-09-19,Put,160,3.47,213,1.3328125
AAPL,2025-09-19,Put,165,4.19,213,1.292424242
AAPL,2025-09-19,Put,170,4.95,213,1.254411765
AAPL,2025-09-19,Put,175,5.75,213,1.218571429
AAPL,2025-09-19,Put,180,6.65,213,1.184722222
AAPL,2025-09-19,Put,185,8,213,1.152702703
AAPL,2025-09-19,Put,190,9.22,213,1.122368421
AAPL,2025-09-19,Put,195,11.49,213,1.093589744
AAPL,2025-09-19,Put,200,13,213,1.06625
AAPL,2025-09-19,Put,205,14.03,213,1.040243902
AAPL,2025-09-19,Put,210,16.1,213,1.01547619
AAPL,2025-09-19,Put,215,18.13,213,0.991860465
AAPL,2025-09-19,Put,220,18.74,213,0.969318182
AAPL,2025-09-19,Put,225,23.1,213,0.947777778
AAPL,2025-09-19,Put,230,25.99,213,0.927173913
AAPL,2025-09-19,Put,235,28.55,213,0.907446809
AAPL,2025-09-19,Put,240,30.7,213,0.888541667
AAPL,2025-09-19,Put,245,34.2,213,0.870408163
AAPL,2025-09-19,Put,250,36.5,213,0.853
AAPL,2025-09-19,Put,255,45.45,213,0.83627451
AAPL,2025-09-19,Put,260,50.2,213,0.820192308
AAPL,2025-09-19,Put,265,71.5,213,0.804716981
AAPL,2025-09-19,Put,270,76.85,213,0.789814815
AAPL,2025-09-19,Put,280,82.83,213,0.761607143
AAPL,2025-12-19,Call,50,166.5,213,4.265
AAPL,2025-12-19,Call,55,162.73,213,3.877272727
AAPL,2025-12-19,Call,60,141.25,213,3.554166667
AAPL,2025-12-19,Call,65,150.51,213,3.280769231
AAPL,2025-12-19,Call,70,144.5,213,3.046428571
AAPL,2025-12-19,Call,75,146.5,213,2.843333333
AAPL,2025-12-19,Call,80,120.99,213,2.665625
AAPL,2025-12-19,Call,85,92.1,213,2.508823529
AAPL,2025-12-19,Call,90,126,213,2.369444444
AAPL,2025-12-19,Call,95,121.17,213,2.244736842
AAPL,2025-12-19,Call,100,117.85,213,2.1325
AAPL,2025-12-19,Call,105,115.83,213,2.030952381
AAPL,2025-12-19,Call,110,109.05,213,1.938636364
AAPL,2025-12-19,Call,115,104.15,213,1.854347826
AAPL,2025-12-19,Call,120,100.6,213,1.777083333
AAPL,2025-12-19,Call,125,94.05,213,1.706
AAPL,2025-12-19,Call,130,90.05,213,1.640384615
AAPL,2025-12-19,Call,135,89.17,213,1.57962963
AAPL,2025-12-19,Call,140,81.35,213,1.523214286
AAPL,2025-12-19,Call,145,82.8,213,1.470689655
AAPL,2025-12-19,Call,150,77.3,213,1.421666667
AAPL,2025-12-19,Call,155,68.7,213,1.375806452
AAPL,2025-12-19,Call,160,68.34,213,1.3328125
AAPL,2025-12-19,Call,165,65,213,1.292424242
AAPL,2025-12-19,Call,170,60.56,213,1.254411765
AAPL,2025-12-19,Call,175,54.07,213,1.218571429
AAPL,2025-12-19,Call,180,54.15,213,1.184722222
AAPL,2025-12-19,Call,185,50.72,213,1.152702703
AAPL,2025-12-19,Call,190,47.75,213,1.122368421
AAPL,2025-12-19,Call,195,43.92,213,1.093589744
AAPL,2025-12-19,Call,200,40.21,213,1.06625
AAPL,2025-12-19,Call,205,37.5,213,1.040243902
AAPL,2025-12-19,Call,210,34.45,213,1.01547619
AAPL,2025-12-19,Call,215,32.34,213,0.991860465
AAPL,2025-12-19,Call,220,29.15,213,0.969318182
AAPL,2025-12-19,Call,225,26.65,213,0.947777778
AAPL,2025-12-19,Call,230,25.2,213,0.927173913
AAPL,2025-12-19,Call,235,23.05,213,0.907446809
AAPL,2025-12-19,Call,240,20.22,213,0.888541667
AAPL,2025-12-19,Call,245,18.97,213,0.870408163
AAPL,2025-12-19,Call,250,17.05,213,0.853
AAPL,2025-12-19,Call,260,14.55,213,0.820192308
AAPL,2025-12-19,Call,270,11.45,213,0.789814815
AAPL,2025-12-19,Call,280,9.5,213,0.761607143
AAPL,2025-12-19,Call,290,8.2,213,0.735344828
AAPL,2025-12-19,Call,300,6.52,213,0.710833333
AAPL,2025-12-19,Call,310,5.45,213,0.687903226
AAPL,2025-12-19,Call,320,4.6,213,0.66640625
AAPL,2025-12-19,Put,50,0.11,213,4.265
AAPL,2025-12-19,Put,55,0.07,213,3.877272727
AAPL,2025-12-19,Put,60,0.09,213,3.554166667
AAPL,2025-12-19,Put,65,0.07,213,3.280769231
AAPL,2025-12-19,Put,70,0.15,213,3.046428571
AAPL,2025-12-19,Put,75,0.18,213,2.843333333
AAPL,2025-12-19,Put,80,0.21,213,2.665625
AAPL,2025-12-19,Put,85,0.28,213,2.508823529
AAPL,2025-12-19,Put,90,0.35,213,2.369444444
AAPL,2025-12-19,Put,95,0.42,213,2.244736842
AAPL,2025-12-19,Put,100,0.5,213,2.1325
AAPL,2025-12-19,Put,105,0.67,213,2.030952381
AAPL,2025-12-19,Put,110,0.79,213,1.938636364
AAPL,2025-12-19,Put,115,0.93,213,1.854347826
AAPL,2025-12-19,Put,120,1.12,213,1.777083333
AAPL,2025-12-19,Put,125,1.39,213,1.706
AAPL,2025-12-19,Put,130,1.85,213,1.640384615
AAPL,2025-12-19,Put,135,1.9,213,1.57962963
AAPL,2025-12-19,Put,140,2.36,213,1.523214286
AAPL,2025-12-19,Put,145,2.84,213,1.470689655
AAPL,2025-12-19,Put,150,3.55,213,1.421666667
AAPL,2025-12-19,Put,155,4.2,213,1.375806452
AAPL,2025-12-19,Put,160,4.45,213,1.3328125
AAPL,2025-12-19,Put,165,5.35,213,1.292424242
AAPL,2025-12-19,Put,170,6.15,213,1.254411765
AAPL,2025-12-19,Put,175,7.05,213,1.218571429
AAPL,2025-12-19,Put,180,8.37,213,1.184722222
AAPL,2025-12-19,Put,185,9.54,213,1.152702703
AAPL,2025-12-19,Put,190,10.89,213,1.122368421
AAPL,2025-12-19,Put,195,12.65,213,1.093589744
AAPL,2025-12-19,Put,200,14.35,213,1.06625
AAPL,2025-12-19,Put,205,15.86,213,1.040243902
AAPL,2025-12-19,Put,210,17.72,213,1.01547619
AAPL,2025-12-19,Put,215,19.45,213,0.991860465
AAPL,2025-12-19,Put,220,22.36,213,0.969318182
AAPL,2025-12-19,Put,225,25.28,213,0.947777778
AAPL,2025-12-19,Put,230,27.82,213,0.927173913
AAPL,2025-12-19,Put,235,30.85,213,0.907446809
AAPL,2025-12-19,Put,240,33.91,213,0.888541667
AAPL,2025-12-19,Put,245,37.24,213,0.870408163
AAPL,2025-12-19,Put,250,38.6,213,0.853
AAPL,2025-12-19,Put,260,51.03,213,0.820192308
AAPL,2025-12-19,Put,270,60.13,213,0.789814815
AAPL,2025-12-19,Put,280,96,213,0.761607143
AAPL,2025-12-19,Put,290,101,213,0.735344828
AAPL,2025-12-19,Put,300,87.91,213,0.710833333
AAPL,2025-12-19,Put,310,118.77,213,0.687903226
AAPL,2026-01-16,Call,50,161.6,213,4.265
AAPL,2026-01-16,Call,55,162.73,213,3.877272727
AAPL,2026-01-16,Call,60,152.85,213,3.554166667
AAPL,2026-01-16,Call,65,154.33,213,3.280769231
AAPL,2026-01-16,Call,70,144.67,213,3.046428571
AAPL,2026-01-16,Call,75,142.43,213,2.843333333
AAPL,2026-01-16,Call,80,141.9,213,2.665625
AAPL,2026-01-16,Call,85,130.43,213,2.508823529
AAPL,2026-01-16,Call,90,130.18,213,2.369444444
AAPL,2026-01-16,Call,95,131.2,213,2.244736842
AAPL,2026-01-16,Call,100,117,213,2.1325
AAPL,2026-01-16,Call,105,110.05,213,2.030952381
AAPL,2026-01-16,Call,110,116.25,213,1.938636364
AAPL,2026-01-16,Call,115,111.7,213,1.854347826
AAPL,2026-01-16,Call,120,98.7,213,1.777083333
AAPL,2026-01-16,Call,125,94.65,213,1.706
AAPL,2026-01-16,Call,130,91.5,213,1.640384615
AAPL,2026-01-16,Call,135,86.35,213,1.57962963
AAPL,2026-01-16,Call,140,86.55,213,1.523214286
AAPL,2026-01-16,Call,145,82.43,213,1.470689655
AAPL,2026-01-16,Call,150,78,213,1.421666667
AAPL,2026-01-16,Call,155,73.25,213,1.375806452
AAPL,2026-01-16,Call,160,69.78,213,1.3328125
AAPL,2026-01-16,Call,165,65.48,213,1.292424242
AAPL,2026-01-16,Call,170,61.38,213,1.254411765
AAPL,2026-01-16,Call,175,56.05,213,1.218571429
AAPL,2026-01-16,Call,180,54.25,213,1.184722222
AAPL,2026-01-16,Call,185,51.48,213,1.152702703
AAPL,2026-01-16,Call,190,47.71,213,1.122368421
AAPL,2026-01-16,Call,195,44.65,213,1.093589744
AAPL,2026-01-16,Call,200,41.4,213,1.06625
AAPL,2026-01-16,Call,205,38.55,213,1.040243902
AAPL,2026-01-16,Call,210,35.95,213,1.01547619
AAPL,2026-01-16,Call,215,33.25,213,0.991860465
AAPL,2026-01-16,Call,220,30.82,213,0.969318182
AAPL,2026-01-16,Call,225,28.1,213,0.947777778
AAPL,2026-01-16,Call,230,25.95,213,0.927173913
AAPL,2026-01-16,Call,235,22.85,213,0.907446809
AAPL,2026-01-16,Call,240,21.86,213,0.888541667
AAPL,2026-01-16,Call,245,19.87,213,0.870408163
AAPL,2026-01-16,Call,250,18.22,213,0.853
AAPL,2026-01-16,Call,255,16.65,213,0.83627451
AAPL,2026-01-16,Call,260,14.9,213,0.820192308
AAPL,2026-01-16,Call,265,13.85,213,0.804716981
AAPL,2026-01-16,Call,270,12.6,213,0.789814815
